Year,Sex,ICD10 Diagnosis,Diagnosis Type,Value_adm,Value_fat,Smoking Prevalence,"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix)
2007,Male,Unspecified Site,Cancers which can be caused by smoking,7097.0,6567.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Upper Respiratory Sites,Cancers which can be caused by smoking,19113.0,1926.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2008,Female,Age Related Cataract 45+,Other diseases which can be caused by smoking,70623.0,,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,All admissions,All admissions,5222678.0,,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,All cancers,All cancers,1462156.0,76258.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,All circulatory diseases,All circulatory diseases,788416.0,89764.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,All deaths,All deaths,,278767.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,All deaths which can be caused by smoking,All deaths which can be caused by smoking,,134166.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,All diseases of the digestive system,All diseases of the digestive system,1202796.0,13292.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,All diseases which can be caused by smoking,All diseases which can be caused by smoking,667372.0,,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,All respiratory diseases,All respiratory diseases,519854.0,47359.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,4413.0,4378.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Atherosclerosis,Circulatory diseases which can be caused by smoking,3342.0,348.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Bladder,Cancers which can be caused by smoking,25678.0,1834.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,55287.0,28134.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Cervical,Cancers which can be caused by smoking,8017.0,809.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,99314.0,18691.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,5296.0,893.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Crohns Disease,Digestive diseases which can be caused caused by smoking,15721.0,,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Hip Fracture 55+,Other diseases which can be caused by smoking,51552.0,,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,119922.0,34675.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Kidney and Renal Pelvis,Cancers which can be caused by smoking,4919.0,1328.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Larynx,Cancers which can be caused by smoking,1356.0,233.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Myeloid Leukaemia,Cancers which can be caused by smoking,15912.0,1059.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Oesophagus,Cancers which can be caused by smoking,14636.0,3341.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Other Heart Disease,Circulatory diseases which can be caused by smoking,123406.0,15581.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Other arterial disease,Circulatory diseases which can be caused by smoking,20003.0,1822.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Pancreas,Cancers which can be caused by smoking,13971.0,4231.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,3682.0,,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,66809.0,18658.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Spontaneous Abortion,Other diseases which can be caused by smoking,13204.0,,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Stomach,Cancers which can be caused by smoking,7001.0,1777.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,17120.0,2099.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,61245.0,21298.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Unspecified Site,Cancers which can be caused by smoking,8092.0,5856.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Female,Upper Respiratory Sites,Cancers which can be caused by smoking,7451.0,921.0,21.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Age Related Cataract 45+,Other diseases which can be caused by smoking,47815.0,,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,All admissions,All admissions,4680481.0,,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,All cancers,All cancers,1460956.0,92227.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,All circulatory diseases,All circulatory diseases,1094550.0,88136.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,All deaths,All deaths,,269848.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,All deaths which can be caused by smoking,All deaths which can be caused by smoking,,133385.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,All diseases of the digestive system,All diseases of the digestive system,1167362.0,11928.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,All diseases which can be caused by smoking,All diseases which can be caused by smoking,824868.0,,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,All respiratory diseases,All respiratory diseases,528620.0,42916.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,15166.0,6693.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Atherosclerosis,Circulatory diseases which can be caused by smoking,6424.0,289.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Bladder,Cancers which can be caused by smoking,95395.0,4048.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,55198.0,18589.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Cervical,Cancers which can be caused by smoking,0.0,0.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,99929.0,20495.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,6383.0,1510.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Crohns Disease,Digestive diseases which can be caused caused by smoking,11396.0,,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Hip Fracture 55+,Other diseases which can be caused by smoking,17099.0,,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,248624.0,46831.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Kidney and Renal Pelvis,Cancers which can be caused by smoking,11424.0,2570.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Larynx,Cancers which can be caused by smoking,7110.0,941.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Myeloid Leukaemia,Cancers which can be caused by smoking,24462.0,1476.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Oesophagus,Cancers which can be caused by smoking,40575.0,6973.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Other Heart Disease,Circulatory diseases which can be caused by smoking,156138.0,11380.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Other arterial disease,Circulatory diseases which can be caused by smoking,28413.0,1307.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Pancreas,Cancers which can be caused by smoking,13837.0,3868.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,2509.0,,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,73747.0,13319.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Spontaneous Abortion,Other diseases which can be caused by smoking,0.0,,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Stomach,Cancers which can be caused by smoking,19743.0,3327.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,18175.0,2021.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,88145.0,30009.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Unspecified Site,Cancers which can be caused by smoking,7696.0,6297.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2008,Male,Upper Respiratory Sites,Cancers which can be caused by smoking,21664.0,1842.0,22.0,784.7,321.3,244.2,192.5,78.8,15879.0,928265.0,1.7,2263,1492,58,714.0,57520,30683,2143,24694.0
2009,Female,Age Related Cataract 45+,Other diseases which can be caused by smoking,69259.0,,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,All admissions,All admissions,5383310.0,,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,All cancers,All cancers,775645.0,75292.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,All circulatory diseases,All circulatory diseases,419414.0,84455.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,All deaths,All deaths,,265475.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,All deaths which can be caused by smoking,All deaths which can be caused by smoking,,126326.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,All diseases of the digestive system,All diseases of the digestive system,639364.0,12809.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,All diseases which can be caused by smoking,All diseases which can be caused by smoking,668129.0,,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,All respiratory diseases,All respiratory diseases,279077.0,43576.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,4123.0,4302.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Atherosclerosis,Circulatory diseases which can be caused by smoking,3147.0,252.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Bladder,Cancers which can be caused by smoking,25710.0,1765.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,58627.0,26216.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Cervical,Cancers which can be caused by smoking,7850.0,829.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,92994.0,17519.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,5048.0,829.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Crohns Disease,Digestive diseases which can be caused caused by smoking,17572.0,,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Hip Fracture 55+,Other diseases which can be caused by smoking,52701.0,,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,113195.0,31740.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Kidney and Renal Pelvis,Cancers which can be caused by smoking,5180.0,1308.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Larynx,Cancers which can be caused by smoking,1333.0,207.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Myeloid Leukaemia,Cancers which can be caused by smoking,16102.0,1092.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Oesophagus,Cancers which can be caused by smoking,14086.0,3315.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Other Heart Disease,Circulatory diseases which can be caused by smoking,126431.0,15307.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Other arterial disease,Circulatory diseases which can be caused by smoking,19857.0,1794.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Pancreas,Cancers which can be caused by smoking,13890.0,4333.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,4134.0,,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,70270.0,16918.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Spontaneous Abortion,Other diseases which can be caused by smoking,14841.0,,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Stomach,Cancers which can be caused by smoking,6841.0,1667.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,16989.0,1885.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,63544.0,21205.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Unspecified Site,Cancers which can be caused by smoking,7043.0,5518.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Female,Upper Respiratory Sites,Cancers which can be caused by smoking,8162.0,925.0,20.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Age Related Cataract 45+,Other diseases which can be caused by smoking,47766.0,,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,All admissions,All admissions,4820873.0,,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,All cancers,All cancers,805455.0,92724.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,All circulatory diseases,All circulatory diseases,599692.0,84777.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,All deaths,All deaths,,264755.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,All deaths which can be caused by smoking,All deaths which can be caused by smoking,,129475.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,All diseases of the digestive system,All diseases of the digestive system,621331.0,11641.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,All diseases which can be caused by smoking,All diseases which can be caused by smoking,825362.0,,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,All respiratory diseases,All respiratory diseases,290419.0,41326.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,15067.0,6347.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Atherosclerosis,Circulatory diseases which can be caused by smoking,6391.0,166.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Bladder,Cancers which can be caused by smoking,93567.0,4142.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,58755.0,17625.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Cervical,Cancers which can be caused by smoking,0.0,0.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,94246.0,19366.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,6376.0,1462.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Crohns Disease,Digestive diseases which can be caused caused by smoking,13154.0,,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Hip Fracture 55+,Other diseases which can be caused by smoking,18415.0,,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,238375.0,44734.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Kidney and Renal Pelvis,Cancers which can be caused by smoking,12311.0,2590.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Larynx,Cancers which can be caused by smoking,7295.0,904.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Myeloid Leukaemia,Cancers which can be caused by smoking,24442.0,1538.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Oesophagus,Cancers which can be caused by smoking,37437.0,7199.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Other Heart Disease,Circulatory diseases which can be caused by smoking,161584.0,11390.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Other arterial disease,Circulatory diseases which can be caused by smoking,29161.0,1299.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Pancreas,Cancers which can be caused by smoking,15196.0,4053.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,2843.0,,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
2009,Male,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,78750.0,12857.0,22.0,815.9,319.7,255.2,195.7,76.7,16209.0,911665.0,1.8,2483,1559,47,877.0,63425,31429,2060,29936.0
